,ORGANIZATION_TYPE,NAME_INCOME_TYPE,OCCUPATION_TYPE,,,,OCCUPATION_TYPE,UNKNOWN
39990,Self-employed,Working,Drivers,,,,,
39991,Business Entity Type 3,Working,Low-skill Laborers,,,,,
39992,Government,State servant,Drivers,,,,,
39993,XNA,Pensioner,UNKNOWN,,,,,
39994,Business Entity Type 3,Working,Sales staff,,,,,
39995,Other,Working,Security staff,,,,,
39996,Emergency,Commercial associate,Drivers,,,,,
39997,Business Entity Type 3,Commercial associate,Managers,,,,,
39998,Construction,Working,Laborers,,,,,
39999,Government,State servant,Medicine staff,,,,,
40000,Government,State servant,High skill tech staff,,,,,
40001,Business Entity Type 3,Working,UNKNOWN,,,,,
40002,XNA,Pensioner,UNKNOWN,,,,,
40003,XNA,Pensioner,UNKNOWN,,,,,
40004,Culture,Working,Managers,,,,,
40005,Self-employed,Working,Sales staff,,,,,
40006,Transport: type 4,Working,Drivers,,,,,
40007,Business Entity Type 3,Working,Managers,,,,,
40008,Business Entity Type 3,Commercial associate,Managers,,,,,
40009,Industry: type 9,Commercial associate,UNKNOWN,,,,,
40010,Mobile,Commercial associate,Core staff,,,,,
40011,XNA,Pensioner,UNKNOWN,,,,,
40012,Construction,Commercial associate,Core staff,,,,,
40013,Trade: type 7,Working,Sales staff,,,,,
40014,Business Entity Type 3,Commercial associate,Laborers,,,,,
40015,Industry: type 7,Working,Laborers,,,,,
40016,Medicine,Commercial associate,Medicine staff,,,,,
40017,Business Entity Type 3,Working,Laborers,,,,,
40018,XNA,Pensioner,UNKNOWN,,,,,
40019,XNA,Pensioner,UNKNOWN,,,,,
40020,Business Entity Type 2,Working,High skill tech staff,,,,,
40021,Bank,Working,UNKNOWN,,,,,
40022,Business Entity Type 3,Working,Managers,,,,,
40023,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40024,Business Entity Type 3,Working,Laborers,,,,,
40025,Self-employed,Working,Sales staff,,,,,
40026,Business Entity Type 3,Working,Laborers,,,,,
40027,Self-employed,Commercial associate,Sales staff,,,,,
40028,Military,Working,Laborers,,,,,
40029,Business Entity Type 1,Working,Laborers,,,,,
40030,Transport: type 4,Working,HR staff,,,,,
40031,Construction,Working,High skill tech staff,,,,,
40032,Business Entity Type 2,Working,Laborers,,,,,
40033,Business Entity Type 3,Working,Laborers,,,,,
40034,Medicine,State servant,Medicine staff,,,,,
40035,Housing,Working,Sales staff,,,,,
40036,Other,Working,High skill tech staff,,,,,
40037,Business Entity Type 3,Working,Accountants,,,,,
40038,Industry: type 3,Working,UNKNOWN,,,,,
40039,Electricity,State servant,Drivers,,,,,
40040,XNA,Pensioner,UNKNOWN,,,,,
40041,XNA,Pensioner,UNKNOWN,,,,,
40042,Business Entity Type 2,Working,Core staff,,,,,
40043,Business Entity Type 2,Commercial associate,UNKNOWN,,,,,
40044,Business Entity Type 3,Working,Managers,,,,,
40045,Business Entity Type 1,Commercial associate,Sales staff,,,,,
40046,XNA,Pensioner,UNKNOWN,,,,,
40047,Kindergarten,State servant,Core staff,,,,,
40048,Other,Working,Security staff,,,,,
40049,Postal,State servant,Managers,,,,,
40050,Self-employed,Working,Sales staff,,,,,
40051,Kindergarten,Commercial associate,Medicine staff,,,,,
40052,Services,Working,Medicine staff,,,,,
40053,Security,Working,Security staff,,,,,
40054,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40055,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40056,Industry: type 7,State servant,High skill tech staff,,,,,
40057,Medicine,Working,Core staff,,,,,
40058,Cleaning,Commercial associate,Sales staff,,,,,
40059,Medicine,State servant,Medicine staff,,,,,
40060,Self-employed,Working,Sales staff,,,,,
40061,Business Entity Type 3,Working,UNKNOWN,,,,,
40062,Other,Commercial associate,UNKNOWN,,,,,
40063,Business Entity Type 3,Working,Sales staff,,,,,
40064,Self-employed,Working,UNKNOWN,,,,,
40065,Trade: type 3,Working,UNKNOWN,,,,,
40066,Medicine,Working,Laborers,,,,,
40067,Other,Working,Managers,,,,,
40068,Construction,Working,Laborers,,,,,
40069,Housing,Working,UNKNOWN,,,,,
40070,Other,Commercial associate,Sales staff,,,,,
40071,Business Entity Type 3,Commercial associate,Laborers,,,,,
40072,Business Entity Type 3,Working,Laborers,,,,,
40073,Business Entity Type 3,Working,Laborers,,,,,
40074,Business Entity Type 2,Working,Drivers,,,,,
40075,Business Entity Type 3,Working,Accountants,,,,,
40076,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40077,Business Entity Type 3,Working,Drivers,,,,,
40078,Industry: type 11,Working,UNKNOWN,,,,,
40079,Government,Working,UNKNOWN,,,,,
40080,Other,Working,Waiters/barmen staff,,,,,
40081,Military,State servant,Core staff,,,,,
40082,Trade: type 3,Working,Sales staff,,,,,
40083,Military,Working,High skill tech staff,,,,,
40084,Self-employed,Commercial associate,Laborers,,,,,
40085,Business Entity Type 3,Working,Laborers,,,,,
40086,Business Entity Type 2,Working,UNKNOWN,,,,,
40087,Business Entity Type 3,Working,UNKNOWN,,,,,
40088,Self-employed,Working,UNKNOWN,,,,,
40089,Government,State servant,Core staff,,,,,
40090,Business Entity Type 3,Working,Sales staff,,,,,
40091,Business Entity Type 3,Commercial associate,Realty agents,,,,,
40092,Security Ministries,State servant,Secretaries,,,,,
40093,School,State servant,Core staff,,,,,
40094,School,Working,Cleaning staff,,,,,
40095,XNA,Pensioner,UNKNOWN,,,,,
40096,XNA,Pensioner,UNKNOWN,,,,,
40097,Mobile,Working,Laborers,,,,,
40098,Business Entity Type 3,Commercial associate,Managers,,,,,
40099,School,Commercial associate,Cooking staff,,,,,
40100,XNA,Pensioner,UNKNOWN,,,,,
40101,Postal,Commercial associate,UNKNOWN,,,,,
40102,Other,Working,Laborers,,,,,
40103,Transport: type 4,Working,Accountants,,,,,
40104,School,State servant,Managers,,,,,
40105,Culture,Working,High skill tech staff,,,,,
40106,XNA,Pensioner,UNKNOWN,,,,,
40107,Business Entity Type 3,Commercial associate,Laborers,,,,,
40108,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40109,Postal,State servant,Managers,,,,,
40110,Transport: type 4,Working,Laborers,,,,,
40111,Government,Working,Drivers,,,,,
40112,XNA,Pensioner,UNKNOWN,,,,,
40113,XNA,Pensioner,UNKNOWN,,,,,
40114,XNA,Pensioner,UNKNOWN,,,,,
40115,Trade: type 3,Working,Sales staff,,,,,
40116,Business Entity Type 1,Commercial associate,Accountants,,,,,
40117,Construction,Working,Accountants,,,,,
40118,Self-employed,Commercial associate,Drivers,,,,,
40119,School,Working,Core staff,,,,,
40120,XNA,Pensioner,UNKNOWN,,,,,
40121,Business Entity Type 3,Working,Drivers,,,,,
40122,Medicine,State servant,Laborers,,,,,
40123,Business Entity Type 1,Working,Laborers,,,,,
40124,Kindergarten,Working,Core staff,,,,,
40125,Business Entity Type 3,Working,Sales staff,,,,,
40126,XNA,Pensioner,UNKNOWN,,,,,
40127,Construction,Working,Drivers,,,,,
40128,Self-employed,Commercial associate,Laborers,,,,,
40129,Self-employed,Commercial associate,High skill tech staff,,,,,
40130,Industry: type 3,Working,High skill tech staff,,,,,
40131,Business Entity Type 3,Working,Sales staff,,,,,
40132,Government,State servant,Core staff,,,,,
40133,Business Entity Type 3,Working,Laborers,,,,,
40134,Business Entity Type 3,Working,UNKNOWN,,,,,
40135,Bank,Working,UNKNOWN,,,,,
40136,XNA,Pensioner,UNKNOWN,,,,,
40137,Other,Commercial associate,UNKNOWN,,,,,
40138,Other,State servant,UNKNOWN,,,,,
40139,Self-employed,Commercial associate,Sales staff,,,,,
40140,Trade: type 7,Working,Core staff,,,,,
40141,Business Entity Type 3,Working,Laborers,,,,,
40142,Industry: type 3,Commercial associate,Managers,,,,,
40143,Medicine,State servant,Core staff,,,,,
40144,Advertising,Working,Accountants,,,,,
40145,Trade: type 3,Commercial associate,Sales staff,,,,,
40146,Self-employed,Working,Accountants,,,,,
40147,Military,State servant,Core staff,,,,,
40148,XNA,Pensioner,UNKNOWN,,,,,
40149,Other,Working,UNKNOWN,,,,,
40150,Business Entity Type 1,Commercial associate,Sales staff,,,,,
40151,Government,Working,Core staff,,,,,
40152,Government,Commercial associate,Managers,,,,,
40153,Trade: type 3,Working,Sales staff,,,,,
40154,Industry: type 9,Commercial associate,Laborers,,,,,
40155,Transport: type 4,State servant,HR staff,,,,,
40156,Business Entity Type 2,Commercial associate,UNKNOWN,,,,,
40157,Construction,Working,Laborers,,,,,
40158,Business Entity Type 3,Working,Accountants,,,,,
40159,Other,Working,Core staff,,,,,
40160,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40161,Government,Commercial associate,Core staff,,,,,
40162,Kindergarten,Working,Laborers,,,,,
40163,Military,Commercial associate,Managers,,,,,
40164,Government,Working,Secretaries,,,,,
40165,Business Entity Type 3,Working,Laborers,,,,,
40166,Kindergarten,Working,Cooking staff,,,,,
40167,Other,Working,Sales staff,,,,,
40168,XNA,Pensioner,UNKNOWN,,,,,
40169,Medicine,Working,Medicine staff,,,,,
40170,Self-employed,Commercial associate,Private service staff,,,,,
40171,Self-employed,Working,Sales staff,,,,,
40172,Business Entity Type 3,Working,UNKNOWN,,,,,
40173,XNA,Pensioner,UNKNOWN,,,,,
40174,Police,Working,Sales staff,,,,,
40175,Business Entity Type 2,Working,Laborers,,,,,
40176,Business Entity Type 3,Working,Laborers,,,,,
40177,Bank,Working,Core staff,,,,,
40178,Other,Commercial associate,UNKNOWN,,,,,
40179,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40180,Business Entity Type 2,Commercial associate,UNKNOWN,,,,,
40181,Other,Working,UNKNOWN,,,,,
40182,Other,Commercial associate,Accountants,,,,,
40183,Hotel,Working,UNKNOWN,,,,,
40184,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40185,Business Entity Type 2,Working,Accountants,,,,,
40186,Business Entity Type 3,Working,Laborers,,,,,
40187,Postal,Working,Drivers,,,,,
40188,XNA,Pensioner,UNKNOWN,,,,,
40189,Medicine,Working,Medicine staff,,,,,
40190,Other,Working,Managers,,,,,
40191,Business Entity Type 3,Working,Managers,,,,,
40192,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40193,Self-employed,Working,Sales staff,,,,,
40194,Industry: type 6,Working,Accountants,,,,,
40195,XNA,Pensioner,UNKNOWN,,,,,
40196,Medicine,Working,Medicine staff,,,,,
40197,Government,Working,Cooking staff,,,,,
40198,Business Entity Type 3,Working,UNKNOWN,,,,,
40199,Self-employed,Working,Accountants,,,,,
40200,Restaurant,Working,Cleaning staff,,,,,
40201,Transport: type 2,State servant,Core staff,,,,,
40202,Trade: type 7,Working,Drivers,,,,,
40203,School,State servant,Core staff,,,,,
40204,Business Entity Type 3,Commercial associate,High skill tech staff,,,,,
40205,Security,Working,Security staff,,,,,
40206,Business Entity Type 1,Commercial associate,Core staff,,,,,
40207,Business Entity Type 1,Commercial associate,UNKNOWN,,,,,
40208,Business Entity Type 3,Commercial associate,Laborers,,,,,
40209,Business Entity Type 2,Working,Laborers,,,,,
40210,Self-employed,Working,Drivers,,,,,
40211,Government,Working,Laborers,,,,,
40212,Medicine,Working,Medicine staff,,,,,
40213,Bank,Commercial associate,Core staff,,,,,
40214,Postal,Working,Laborers,,,,,
40215,Business Entity Type 3,Working,Drivers,,,,,
40216,Transport: type 4,Working,Laborers,,,,,
40217,XNA,Pensioner,UNKNOWN,,,,,
40218,XNA,Pensioner,UNKNOWN,,,,,
40219,Trade: type 7,Working,Sales staff,,,,,
40220,Agriculture,Working,Laborers,,,,,
40221,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40222,Business Entity Type 3,Working,Sales staff,,,,,
40223,Medicine,Working,Core staff,,,,,
40224,XNA,Pensioner,UNKNOWN,,,,,
40225,Culture,Working,UNKNOWN,,,,,
40226,Other,Working,UNKNOWN,,,,,
40227,Business Entity Type 3,Working,UNKNOWN,,,,,
40228,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40229,Construction,Commercial associate,Managers,,,,,
40230,XNA,Pensioner,UNKNOWN,,,,,
40231,XNA,Pensioner,UNKNOWN,,,,,
40232,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40233,Self-employed,Working,Laborers,,,,,
40234,XNA,Pensioner,UNKNOWN,,,,,
40235,Construction,Working,UNKNOWN,,,,,
40236,Postal,Working,Managers,,,,,
40237,XNA,Pensioner,UNKNOWN,,,,,
40238,Other,Commercial associate,Sales staff,,,,,
40239,School,Working,Core staff,,,,,
40240,XNA,Pensioner,UNKNOWN,,,,,
40241,Trade: type 3,Working,Core staff,,,,,
40242,Other,Working,Medicine staff,,,,,
40243,Business Entity Type 3,Working,Accountants,,,,,
40244,Self-employed,Working,Sales staff,,,,,
40245,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40246,Business Entity Type 3,Commercial associate,Laborers,,,,,
40247,Transport: type 4,State servant,UNKNOWN,,,,,
40248,Other,Working,Laborers,,,,,
40249,XNA,Pensioner,UNKNOWN,,,,,
40250,Business Entity Type 3,Working,Laborers,,,,,
40251,Self-employed,Working,Sales staff,,,,,
40252,Business Entity Type 3,Working,Laborers,,,,,
40253,Self-employed,Commercial associate,Sales staff,,,,,
40254,Trade: type 7,Working,Sales staff,,,,,
40255,Government,Working,Security staff,,,,,
40256,Business Entity Type 3,Working,Drivers,,,,,
40257,Business Entity Type 2,Working,Drivers,,,,,
40258,Self-employed,Working,UNKNOWN,,,,,
40259,Self-employed,Commercial associate,Managers,,,,,
40260,XNA,Pensioner,UNKNOWN,,,,,
40261,Business Entity Type 3,Working,Accountants,,,,,
40262,XNA,Pensioner,UNKNOWN,,,,,
40263,Medicine,Working,Laborers,,,,,
40264,Trade: type 3,Commercial associate,Laborers,,,,,
40265,Industry: type 4,Working,Sales staff,,,,,
40266,Other,State servant,Laborers,,,,,
40267,XNA,Pensioner,UNKNOWN,,,,,
40268,University,Working,Laborers,,,,,
40269,Trade: type 7,Commercial associate,Sales staff,,,,,
40270,Government,State servant,UNKNOWN,,,,,
40271,XNA,Pensioner,UNKNOWN,,,,,
40272,Trade: type 2,Commercial associate,Core staff,,,,,
40273,Self-employed,Working,Laborers,,,,,
40274,XNA,Pensioner,UNKNOWN,,,,,
40275,Housing,Working,Cleaning staff,,,,,
40276,Transport: type 4,Working,Laborers,,,,,
40277,Business Entity Type 3,Working,Drivers,,,,,
40278,Government,Working,Security staff,,,,,
40279,Industry: type 9,Commercial associate,Drivers,,,,,
40280,Self-employed,Commercial associate,UNKNOWN,,,,,
40281,Business Entity Type 3,Working,Managers,,,,,
40282,Business Entity Type 3,Working,Laborers,,,,,
40283,Trade: type 1,Commercial associate,Drivers,,,,,
40284,Mobile,Working,UNKNOWN,,,,,
40285,Business Entity Type 2,Working,Sales staff,,,,,
40286,Government,Working,Managers,,,,,
40287,Other,State servant,UNKNOWN,,,,,
40288,Security,Commercial associate,Security staff,,,,,
40289,Other,Commercial associate,Core staff,,,,,
40290,Self-employed,Commercial associate,Drivers,,,,,
40291,Industry: type 7,Working,Laborers,,,,,
40292,Trade: type 6,Working,Managers,,,,,
40293,Self-employed,Working,Managers,,,,,
40294,Business Entity Type 3,Working,Laborers,,,,,
40295,Industry: type 3,Working,Laborers,,,,,
40296,Self-employed,Commercial associate,Core staff,,,,,
40297,Self-employed,Working,Security staff,,,,,
40298,Business Entity Type 3,Working,UNKNOWN,,,,,
40299,Business Entity Type 3,Working,Sales staff,,,,,
40300,Trade: type 7,Commercial associate,Core staff,,,,,
40301,Other,Working,Cleaning staff,,,,,
40302,School,Commercial associate,Cooking staff,,,,,
40303,Business Entity Type 3,Working,Drivers,,,,,
40304,Business Entity Type 3,Working,Drivers,,,,,
40305,Other,Working,Private service staff,,,,,
40306,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40307,Military,State servant,Managers,,,,,
40308,Business Entity Type 3,Working,UNKNOWN,,,,,
40309,Industry: type 9,Working,Cleaning staff,,,,,
40310,Kindergarten,Working,UNKNOWN,,,,,
40311,Government,Working,Core staff,,,,,
40312,Trade: type 7,Commercial associate,Sales staff,,,,,
40313,School,Working,Security staff,,,,,
40314,Construction,Commercial associate,Drivers,,,,,
40315,Other,Working,Security staff,,,,,
40316,XNA,Pensioner,UNKNOWN,,,,,
40317,Business Entity Type 3,Working,Sales staff,,,,,
40318,Business Entity Type 3,Working,Cleaning staff,,,,,
40319,Self-employed,Working,Waiters/barmen staff,,,,,
40320,Business Entity Type 3,Commercial associate,Drivers,,,,,
40321,School,Working,Core staff,,,,,
40322,Self-employed,Working,Laborers,,,,,
40323,Medicine,Commercial associate,Medicine staff,,,,,
40324,Business Entity Type 3,Commercial associate,UNKNOWN,,,,,
40325,Transport: type 3,Working,High skill tech staff,,,,,
40326,Military,State servant,Drivers,,,,,
40327,Business Entity Type 3,Commercial associate,Managers,,,,,
40328,Self-employed,Working,Core staff,,,,,
40329,Transport: type 2,Working,Core staff,,,,,
40330,Business Entity Type 3,Working,Laborers,,,,,
40331,Business Entity Type 3,Commercial associate,Laborers,,,,,
40332,Self-employed,Working,Sales staff,,,,,
40333,Self-employed,Working,Sales staff,,,,,
40334,Self-employed,Working,Sales staff,,,,,
40335,Business Entity Type 3,Working,Drivers,,,,,
40336,Electricity,Working,High skill tech staff,,,,,
40337,Business Entity Type 3,Commercial associate,Drivers,,,,,
40338,XNA,Pensioner,UNKNOWN,,,,,
40339,Self-employed,Working,Drivers,,,,,
40340,Other,Working,Medicine staff,,,,,
40341,Self-employed,Commercial associate,Accountants,,,,,
40342,Business Entity Type 1,Working,UNKNOWN,,,,,
40343,Self-employed,Working,Sales staff,,,,,
40344,Government,Working,UNKNOWN,,,,,
40345,Business Entity Type 3,Commercial associate,Accountants,,,,,
40346,Postal,State servant,Core staff,,,,,
40347,XNA,Pensioner,UNKNOWN,,,,,
40348,Self-employed,Working,UNKNOWN,,,,,
40349,Trade: type 7,Working,Sales staff,,,,,
40350,Business Entity Type 3,Working,Cooking staff,,,,,
40351,Postal,Commercial associate,Managers,,,,,
40352,Kindergarten,State servant,Core staff,,,,,
40353,Industry: type 4,Working,Managers,,,,,
40354,Business Entity Type 3,Commercial associate,Managers,,,,,
40355,XNA,Pensioner,UNKNOWN,,,,,
40356,XNA,Pensioner,UNKNOWN,,,,,
40357,Business Entity Type 3,Working,Laborers,,,,,
40358,Transport: type 4,Working,High skill tech staff,,,,,
40359,Industry: type 3,Working,Laborers,,,,,
40360,Business Entity Type 3,Working,High skill tech staff,,,,,
40361,Construction,Working,Managers,,,,,
40362,Business Entity Type 3,State servant,Medicine staff,,,,,
40363,Other,Working,UNKNOWN,,,,,
40364,Self-employed,Working,Managers,,,,,
40365,Business Entity Type 3,Commercial associate,Sales staff,,,,,
40366,Construction,Working,High skill tech staff,,,,,
40367,Business Entity Type 1,Working,Laborers,,,,,
40368,Business Entity Type 3,Working,Laborers,,,,,
